gid;nom;arrete_pref_numero;xy_precis;id_adr;adr_num;adr_voie;com_cp;com_insee;com_nom;lat_coor1;long_coor1;structure_siren;structure_type;structure_rais;structure_num;structure_voie;structure_cp;structure_insee;structure_com;_userid_creation;_userid_modification;_edit_datemaj;lieu_accessibilite;rdv_lundi;rdv_mardi;rdv_mercredi;rdv_jeudi;rdv_vendredi;rdv_samedi;rdv_dimanche;rdv;date_fermeture;date_ouverture;rdv_site_web;rdv_tel;rdv_tel2;rdv_modalites;rdv_consultation_prevaccination;centre_svi_repondeur;centre_fermeture;reserve_professionels_sante;centre_type
990099021;Bénin;BEN;;;;;99021;99BEN;Porto-Novo;0;0;130016538;8411Z;MINISTERE DES SOLIDARITES ET DE LA SANTE;"";"";"";;;;;;Centre fictif pour permettre l’enregistrement des français de l’étranger;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;Hors France;f;;t;f;{}
990099022;Bhoutan;BTN;;;;;99022;99BTN;Thimphou;0;0;130016538;8411Z;MINISTERE DES SOLIDARITES ET DE LA SANTE;"";"";"";;;;;;Centre fictif pour permettre l’enregistrement des français de l’étranger;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;Hors France;f;;t;f;{}
990099023;Biélorussie;BLR;;;;;99023;99BLR;Minsk;0;0;130016538;8411Z;MINISTERE DES SOLIDARITES ET DE LA SANTE;"";"";"";;;;;;Centre fictif pour permettre l’enregistrement des français de l’étranger;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;Hors France;f;;t;f;{}
990099024;Birmanie;MMR;;;;;99024;99MMR;Naypyidaw;0;0;130016538;8411Z;MINISTERE DES SOLIDARITES ET DE LA SANTE;"";"";"";;;;;;Centre fictif pour permettre l’enregistrement des français de l’étranger;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;Hors France;f;;t;f;{}
990099025;Bolivie;BOL;;;;;99025;99BOL;Sucre / La Paz;0;0;130016538;8411Z;MINISTERE DES SOLIDARITES ET DE LA SANTE;"";"";"";;;;;;Centre fictif pour permettre l’enregistrement des français de l’étranger;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;Hors France;f;;t;f;{}
656;Centre Exposition Fabrique Normant - salle culturelle;;0.99999940931402;41194_g1nmu4_00007;2;Avenue François Mitterrand;41200;41194;Romorantin-Lanthenay;47.3558;1.75039;130007842;8412Z;AGENCE REGIONALE DE SANTE DU CENTRE-VAL DE LOIRE;131;RUE DU FAUBOURG BANNIER;45000;45234;ORLEANS;53;18192;2021-11-15 09:55:53.518055;;9h-13h/14h-18h;9h-13h/14h-18h;9h-13h/14h-18h;9h-13h/14h-18h;9h-13h/14h-18h;9h-13h/14h-18h;fermé;t;;2021-01-18;https://partners.doctolib.fr/centre-de-sante/romorantin-lanthenay/vaccination-covid-ch-romorantin-lanthenay?speciality_id=5494&enable_cookies_consent=1;0 800 009 110;;;f;;f;;"{""Grand centre""}"
2388;Equipe mobile de vaccination de Bourdeaux MSP;;0.99999998957407;26056_0057_00030;30;Rue de la Récluse;26460;26056;Bourdeaux;44.5867;5.13385;130008071;8412Z;AGENCE REGIONALE DE SANTE AUVERGNE-RHONE-ALPES;241;RUE GARIBALDI;69003;69383;LYON 3EME;18235;18235;2021-04-06 18:56:24.046362;;09:00-17:00;09:00-17:00;09:00-17:00;09:00-17:00;09:00-17:00;fermé;fermé;t;;2021-04-05;;;;;t;;t;;{}
990099026;Bosnie-Herzégovine;BIH;;;;;99026;99BIH;Sarajevo;0;0;130016538;8411Z;MINISTERE DES SOLIDARITES ET DE LA SANTE;"";"";"";;;;;;Centre fictif pour permettre l’enregistrement des français de l’étranger;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;Hors France;f;;t;f;{}
990099027;Botswana;BWA;;;;;99027;99BWA;Gaborone;0;0;130016538;8411Z;MINISTERE DES SOLIDARITES ET DE LA SANTE;"";"";"";;;;;;Centre fictif pour permettre l’enregistrement des français de l’étranger;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;Hors France;f;;t;f;{}
990099028;Brésil;BRA;;;;;99028;99BRA;Brasilia;0;0;130016538;8411Z;MINISTERE DES SOLIDARITES ET DE LA SANTE;"";"";"";;;;;;Centre fictif pour permettre l’enregistrement des français de l’étranger;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;Hors France;f;;t;f;{}
990099029;Brunei;BRN;;;;;99029;99BRN;Bandar Seri Begawan;0;0;130016538;8411Z;MINISTERE DES SOLIDARITES ET DE LA SANTE;"";"";"";;;;;;Centre fictif pour permettre l’enregistrement des français de l’étranger;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;Hors France;f;;t;f;{}
990099030;Bulgarie;BGR;;;;;99030;99BGR;Sofia;0;0;130016538;8411Z;MINISTERE DES SOLIDARITES ET DE LA SANTE;"";"";"";;;;;;Centre fictif pour permettre l’enregistrement des français de l’étranger;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;Hors France;f;;t;f;{}
990099031;Burkina;BFA;;;;;99031;99BFA;Ouagadougou;0;0;130016538;8411Z;MINISTERE DES SOLIDARITES ET DE LA SANTE;"";"";"";;;;;;Centre fictif pour permettre l’enregistrement des français de l’étranger;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;Hors France;f;;t;f;{}
990099032;Burundi;BDI;;;;;99032;99BDI;Gitega;0;0;130016538;8411Z;MINISTERE DES SOLIDARITES ET DE LA SANTE;"";"";"";;;;;;Centre fictif pour permettre l’enregistrement des français de l’étranger;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;Hors France;f;;t;f;{}
990099033;Cambodge;KHM;;;;;99033;99KHM;Phnom Penh;0;0;130016538;8411Z;MINISTERE DES SOLIDARITES ET DE LA SANTE;"";"";"";;;;;;Centre fictif pour permettre l’enregistrement des français de l’étranger;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;Hors France;f;;t;f;{}
990099034;Cameroun;CMR;;;;;99034;99CMR;Yaoundé;0;0;130016538;8411Z;MINISTERE DES SOLIDARITES ET DE LA SANTE;"";"";"";;;;;;Centre fictif pour permettre l’enregistrement des français de l’étranger;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;Hors France;f;;t;f;{}
990099035;Canada;CAN;;;;;99035;99CAN;Ottawa;0;0;130016538;8411Z;MINISTERE DES SOLIDARITES ET DE LA SANTE;"";"";"";;;;;;Centre fictif pour permettre l’enregistrement des français de l’étranger;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;Hors France;f;;t;f;{}
990099036;Cap-Vert;CPV;;;;;99036;99CPV;Praia;0;0;130016538;8411Z;MINISTERE DES SOLIDARITES ET DE LA SANTE;"";"";"";;;;;;Centre fictif pour permettre l’enregistrement des français de l’étranger;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;Hors France;f;;t;f;{}
990099037;Centrafrique;CAF;;;;;99037;99CAF;Bangui;0;0;130016538;8411Z;MINISTERE DES SOLIDARITES ET DE LA SANTE;"";"";"";;;;;;Centre fictif pour permettre l’enregistrement des français de l’étranger;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;Hors France;f;;t;f;{}
990099038;Chili;CHL;;;;;99038;99CHL;Santiago;0;0;130016538;8411Z;MINISTERE DES SOLIDARITES ET DE LA SANTE;"";"";"";;;;;;Centre fictif pour permettre l’enregistrement des français de l’étranger;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;Hors France;f;;t;f;{}
990099039;Chine;CHN;;;;;99039;99CHN;Pékin;0;0;130016538;8411Z;MINISTERE DES SOLIDARITES ET DE LA SANTE;"";"";"";;;;;;Centre fictif pour permettre l’enregistrement des français de l’étranger;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;Hors France;f;;t;f;{}
990099040;Chypre;CYP;;;;;99040;99CYP;Nicosie;0;0;130016538;8411Z;MINISTERE DES SOLIDARITES ET DE LA SANTE;"";"";"";;;;;;Centre fictif pour permettre l’enregistrement des français de l’étranger;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;Hors France;f;;t;f;{}
655;Minotaure salle culturelle de Vendôme;;0.99999961467984;41269_0330_00007;8;Rue César de Vendôme;41100;41269;Vendôme;47.7919;1.07177;130007842;8412Z;AGENCE REGIONALE DE SANTE DU CENTRE-VAL DE LOIRE;131;RUE DU FAUBOURG BANNIER;45000;45234;ORLEANS;53;18192;2021-11-15 09:56:48.613917;;14h-18h ;9h-13h/14h-18h ;9h-13h/14h-18h ;9h-13h/14h-18h ;9h-13h/14h-18h ;9h-13h/14h-18h ;fermé;t;;2021-01-18;https://partners.doctolib.fr/centre-de-vaccinations-internationales/vendome/centre-de-vaccination-covid-19-vendome?speciality_id=5494&enable_cookies_consent=1;0 800 009 110;;;f;;f;;"{""Séc. Civ. concourant""}"
990099041;Colombie;COL;;;;;99041;99COL;Bogota;0;0;130016538;8411Z;MINISTERE DES SOLIDARITES ET DE LA SANTE;"";"";"";;;;;;Centre fictif pour permettre l’enregistrement des français de l’étranger;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;Hors France;f;;t;f;{}
990099042;Comores;COM;;;;;99042;99COM;Moroni;0;0;130016538;8411Z;MINISTERE DES SOLIDARITES ET DE LA SANTE;"";"";"";;;;;;Centre fictif pour permettre l’enregistrement des français de l’étranger;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;Hors France;f;;t;f;{}
990099043;Congo;COG;;;;;99043;99COG;Brazzaville;0;0;130016538;8411Z;MINISTERE DES SOLIDARITES ET DE LA SANTE;"";"";"";;;;;;Centre fictif pour permettre l’enregistrement des français de l’étranger;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;Hors France;f;;t;f;{}
990099044;Congo (République démocratique du);COD;;;;;99044;99COD;Kinshasa;0;0;130016538;8411Z;MINISTERE DES SOLIDARITES ET DE LA SANTE;"";"";"";;;;;;Centre fictif pour permettre l’enregistrement des français de l’étranger;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;Hors France;f;;t;f;{}
990099045;Cook (Îles);COK;;;;;99045;99COK;Avarua;0;0;130016538;8411Z;MINISTERE DES SOLIDARITES ET DE LA SANTE;"";"";"";;;;;;Centre fictif pour permettre l’enregistrement des français de l’étranger;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;Hors France;f;;t;f;{}
990099046;Corée du Nord;PRK;;;;;99046;99PRK;Pyongyang;0;0;130016538;8411Z;MINISTERE DES SOLIDARITES ET DE LA SANTE;"";"";"";;;;;;Centre fictif pour permettre l’enregistrement des français de l’étranger;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;Hors France;f;;t;f;{}
990099047;Corée du Sud;KOR;;;;;99047;99KOR;Séoul;0;0;130016538;8411Z;MINISTERE DES SOLIDARITES ET DE LA SANTE;"";"";"";;;;;;Centre fictif pour permettre l’enregistrement des français de l’étranger;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;Hors France;f;;t;f;{}
990099048;Costa Rica;CRI;;;;;99048;99CRI;San José;0;0;130016538;8411Z;MINISTERE DES SOLIDARITES ET DE LA SANTE;"";"";"";;;;;;Centre fictif pour permettre l’enregistrement des français de l’étranger;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;Hors France;f;;t;f;{}
202;Centre de vaccination de St Dié des Vosges (Palais Omnisports);;0.99999999259352;88413_0350_00046;46;Rue du 12e Regiment d’Artillerie;88100;88413;Saint-Dié-des-Vosges;48.2756;6.96575;130007834;8412Z;AGENCE REGIONALE DE SANTE GRAND EST;3;BD JOFFRE;54000;54395;NANCY;15;18602;2021-09-06 12:30:36.893294;oui;08:30-12:30/13:30-17:30;08:30-12:30/13:30-17:30;08:30-12:30/13:30-17:30;08:30-12:30/13:30-17:30;08:30-12:30/13:30-17:30;fermé;fermé;f;;2021-01-12;https://partners.doctolib.fr/hopital-public/saint-die-des-vosges/mairie-saint-die-des-vosges?speciality_id=5494&enable_cookies_consent=1;+33329421675;;;t;;f;f;"{""Grand centre"",""Campagne scolaire"",""Dispositif aller vers ..."",""Equipe mobile""}"
990099049;Côte d'Ivoire;CIV;;;;;99049;99CIV;Yamoussoukro;0;0;130016538;8411Z;MINISTERE DES SOLIDARITES ET DE LA SANTE;"";"";"";;;;;;Centre fictif pour permettre l’enregistrement des français de l’étranger;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;Hors France;f;;t;f;{}
2258;Centre de Nozeroy;;0.99999999998024;39391_0021_00004;2;Allee Bannerettes;39250;39391;Nozeroy;46.7777;6.04687;130007933;8412Z;AGENCE REGIONALE DE SANTE BOURGOGNE-FRANCHE-COMTE;2;PL DES SAVOIRS;21000;21231;DIJON;18177;18177;2021-10-18 17:06:44.439148;Oui;fermé;fermé;fermé;8:30-12:30/13:30-17:30;fermé;fermé;fermé;;;2021-04-05;https://partners.doctolib.fr/centre-de-sante/dole/ars-de-bourgogne-franche-comte?pid=practice-179980&enable_cookies_consent=1;+33384868600;;;;t;t;f;"{""Séc. Civ. concourant""}"
990099050;Croatie;HRV;;;;;99050;99HRV;Zagreb;0;0;130016538;8411Z;MINISTERE DES SOLIDARITES ET DE LA SANTE;"";"";"";;;;;;Centre fictif pour permettre l’enregistrement des français de l’étranger;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;Hors France;f;;t;f;{}
990099051;Cuba;CUB;;;;;99051;99CUB;La Havane;0;0;130016538;8411Z;MINISTERE DES SOLIDARITES ET DE LA SANTE;"";"";"";;;;;;Centre fictif pour permettre l’enregistrement des français de l’étranger;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;Hors France;f;;t;f;{}
990099052;Danemark;DNK;;;;;99052;99DNK;Copenhague;0;0;130016538;8411Z;MINISTERE DES SOLIDARITES ET DE LA SANTE;"";"";"";;;;;;Centre fictif pour permettre l’enregistrement des français de l’étranger;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;Hors France;f;;t;f;{}
990099053;Djibouti;DJI;;;;;99053;99DJI;Djibouti;0;0;130016538;8411Z;MINISTERE DES SOLIDARITES ET DE LA SANTE;"";"";"";;;;;;Centre fictif pour permettre l’enregistrement des français de l’étranger;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;Hors France;f;;t;f;{}
990099054;Dominicaine (République);DOM;;;;;99054;99DOM;Saint-Domingue;0;0;130016538;8411Z;MINISTERE DES SOLIDARITES ET DE LA SANTE;"";"";"";;;;;;Centre fictif pour permettre l’enregistrement des français de l’étranger;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;Hors France;f;;t;f;{}
990099055;Dominique;DMA;;;;;99055;99DMA;Roseau;0;0;130016538;8411Z;MINISTERE DES SOLIDARITES ET DE LA SANTE;"";"";"";;;;;;Centre fictif pour permettre l’enregistrement des français de l’étranger;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;Hors France;f;;t;f;{}
990099056;Égypte;EGY;;;;;99056;99EGY;Le Caire;0;0;130016538;8411Z;MINISTERE DES SOLIDARITES ET DE LA SANTE;"";"";"";;;;;;Centre fictif pour permettre l’enregistrement des français de l’étranger;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;Hors France;f;;t;f;{}
990099057;Émirats arabes unis;ARE;;;;;99057;99ARE;Abou Dabi;0;0;130016538;8411Z;MINISTERE DES SOLIDARITES ET DE LA SANTE;"";"";"";;;;;;Centre fictif pour permettre l’enregistrement des français de l’étranger;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;Hors France;f;;t;f;{}
990099058;Équateur;ECU;;;;;99058;99ECU;Quito;0;0;130016538;8411Z;MINISTERE DES SOLIDARITES ET DE LA SANTE;"";"";"";;;;;;Centre fictif pour permettre l’enregistrement des français de l’étranger;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;Hors France;f;;t;f;{}
990099059;Érythrée;ERI;;;;;99059;99ERI;Asmara;0;0;130016538;8411Z;MINISTERE DES SOLIDARITES ET DE LA SANTE;"";"";"";;;;;;Centre fictif pour permettre l’enregistrement des français de l’étranger;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;Hors France;f;;t;f;{}
990099060;Espagne;ESP;;;;;99060;99ESP;Madrid;0;0;130016538;8411Z;MINISTERE DES SOLIDARITES ET DE LA SANTE;"";"";"";;;;;;Centre fictif pour permettre l’enregistrement des français de l’étranger;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;Hors France;f;;t;f;{}
990099061;Estonie;EST;;;;;99061;99EST;Tallinn;0;0;130016538;8411Z;MINISTERE DES SOLIDARITES ET DE LA SANTE;"";"";"";;;;;;Centre fictif pour permettre l’enregistrement des français de l’étranger;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;Hors France;f;;t;f;{}
990099062;Eswatini;SWZ;;;;;99062;99SWZ;Mbabané;0;0;130016538;8411Z;MINISTERE DES SOLIDARITES ET DE LA SANTE;"";"";"";;;;;;Centre fictif pour permettre l’enregistrement des français de l’étranger;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;Hors France;f;;t;f;{}
979;Centre Vaccination - GHSA - Site Vouziers;;0.99999997953856;08490_0380_00009;12;Rue Henrionnet;08400;08490;Vouziers;49.3955;4.70077;130007834;8412Z;AGENCE REGIONALE DE SANTE GRAND EST;3;BD JOFFRE;54000;54395;NANCY;15;18576;2021-06-06 20:00:02.532811;;fermé;fermé;fermé;fermé;13:30-17:30;fermé;fermé;t;;2021-01-08;https://partners.doctolib.fr/centre-de-sante/sedan/centre-de-vaccination-covid-ars-ardennes?pid=practice-165003&enable_cookies_consent=1;0613848041;;;;;f;;{}
990099063;États-Unis;USA;;;;;99063;99USA;Washington;0;0;130016538;8411Z;MINISTERE DES SOLIDARITES ET DE LA SANTE;"";"";"";;;;;;Centre fictif pour permettre l’enregistrement des français de l’étranger;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;Hors France;f;;t;f;{}
990099064;Éthiopie;ETH;;;;;99064;99ETH;Addis Abeba;0;0;130016538;8411Z;MINISTERE DES SOLIDARITES ET DE LA SANTE;"";"";"";;;;;;Centre fictif pour permettre l’enregistrement des français de l’étranger;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;Hors France;f;;t;f;{}
990099065;Fidji;FJI;;;;;99065;99FJI;Suva;0;0;130016538;8411Z;MINISTERE DES SOLIDARITES ET DE LA SANTE;"";"";"";;;;;;Centre fictif pour permettre l’enregistrement des français de l’étranger;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;Hors France;f;;t;f;{}
990099066;Finlande;FIN;;;;;99066;99FIN;Helsinki;0;0;130016538;8411Z;MINISTERE DES SOLIDARITES ET DE LA SANTE;"";"";"";;;;;;Centre fictif pour permettre l’enregistrement des français de l’étranger;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;Hors France;f;;t;f;{}
990099067;Gabon;GAB;;;;;99067;99GAB;Libreville;0;0;130016538;8411Z;MINISTERE DES SOLIDARITES ET DE LA SANTE;"";"";"";;;;;;Centre fictif pour permettre l’enregistrement des français de l’étranger;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;Hors France;f;;t;f;{}
990099068;Gambie;GMB;;;;;99068;99GMB;Banjul;0;0;130016538;8411Z;MINISTERE DES SOLIDARITES ET DE LA SANTE;"";"";"";;;;;;Centre fictif pour permettre l’enregistrement des français de l’étranger;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;Hors France;f;;t;f;{}
990099069;Géorgie;GEO;;;;;99069;99GEO;Tbilissi;0;0;130016538;8411Z;MINISTERE DES SOLIDARITES ET DE LA SANTE;"";"";"";;;;;;Centre fictif pour permettre l’enregistrement des français de l’étranger;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;Hors France;f;;t;f;{}
990099070;Ghana;GHA;;;;;99070;99GHA;Accra;0;0;130016538;8411Z;MINISTERE DES SOLIDARITES ET DE LA SANTE;"";"";"";;;;;;Centre fictif pour permettre l’enregistrement des français de l’étranger;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;Hors France;f;;t;f;{}
990099071;Grèce;GRC;;;;;99071;99GRC;Athènes;0;0;130016538;8411Z;MINISTERE DES SOLIDARITES ET DE LA SANTE;"";"";"";;;;;;Centre fictif pour permettre l’enregistrement des français de l’étranger;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;Hors France;f;;t;f;{}
990099072;Grenade;GRD;;;;;99072;99GRD;Saint-Georges;0;0;130016538;8411Z;MINISTERE DES SOLIDARITES ET DE LA SANTE;"";"";"";;;;;;Centre fictif pour permettre l’enregistrement des français de l’étranger;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;Hors France;f;;t;f;{}
990099073;Guatémala;GTM;;;;;99073;99GTM;Guatémala;0;0;130016538;8411Z;MINISTERE DES SOLIDARITES ET DE LA SANTE;"";"";"";;;;;;Centre fictif pour permettre l’enregistrement des français de l’étranger;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;Hors France;f;;t;f;{}
990099074;Guinée;GIN;;;;;99074;99GIN;Conakry;0;0;130016538;8411Z;MINISTERE DES SOLIDARITES ET DE LA SANTE;"";"";"";;;;;;Centre fictif pour permettre l’enregistrement des français de l’étranger;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;Hors France;f;;t;f;{}
2585;Centre de vaccination de Mulhouse - La Fraternité;;0.99999995430366;68224_2320_00013;12;Rue Engel Dollfus;68200;68224;Mulhouse;47.7504;7.33215;130007834;8412Z;AGENCE REGIONALE DE SANTE GRAND EST;3;BD JOFFRE;54000;54395;NANCY;14476;24542;2021-10-15 16:39:28.239338;;9:00-12:00 / 14:00-17:00;9:00-12:00 / 14:00-17:00;9:00-12:00 / 14:00-17:00;9:00-12:00 / 14:00-17:00;9:00-12:00 / 14:00-17:00;fermé;fermé;t;2021-10-15;2021-05-11;https://partners.doctolib.fr/centre-de-sante/mulhouse/centre-de-vaccination-covid-19-la-fraternite?pid=practice-186923&enable_cookies_consent=1;+33389325721;;;;;t;;
990099075;Guinée équatoriale;GNQ;;;;;99075;99GNQ;Malabo;0;0;130016538;8411Z;MINISTERE DES SOLIDARITES ET DE LA SANTE;"";"";"";;;;;;Centre fictif pour permettre l’enregistrement des français de l’étranger;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;Hors France;f;;t;f;{}
990099076;Guinée-Bissao;GNB;;;;;99076;99GNB;Bissao;0;0;130016538;8411Z;MINISTERE DES SOLIDARITES ET DE LA SANTE;"";"";"";;;;;;Centre fictif pour permettre l’enregistrement des français de l’étranger;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;Hors France;f;;t;f;{}
2965;centre de vaccination CPTS Pays d'Angoulême;;1;16166_0720_00002;2;Avenue de Montbron;16340;16166;L'Isle-d'Espagnac;45.6659;0.203958;130007867;8412Z;AGENCE REGIONALE DE SANTE NOUVELLE-AQUITAINE;103;RUE BELLEVILLE;33000;33063;BORDEAUX;18116;24009;2021-10-25 09:47:26.390283;oui;aléatoire;aléatoire;aléatoire;aléatoire;aléatoire;aléatoire;aléatoire;f;;2021-11-01;;0756844544;;;t;f;t;f;"{""Equipe mobile""}"
990099077;Guyana;GUY;;;;;99077;99GUY;Georgetown;0;0;130016538;8411Z;MINISTERE DES SOLIDARITES ET DE LA SANTE;"";"";"";;;;;;Centre fictif pour permettre l’enregistrement des français de l’étranger;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;Hors France;f;;t;f;{}
602;Centre de vaccination AUTUN - Salle l'Hexagone;;0.99999896690337;71014_1770_00007;1;Boulevard Frédéric Latouche;71400;71014;Autun;46.9518;4.30391;130007933;8412Z;AGENCE REGIONALE DE SANTE BOURGOGNE-FRANCHE-COMTE;2;PL DES SAVOIRS;21000;21231;DIJON;18195;24502;2021-11-10 09:28:33.243851;oui;09:00-17:00;09:00-17:00;09:00-17:00;09:00-17:00;09:00-17:00;09:00-17:00;fermé;t;;2021-01-18;https://partners.doctolib.fr/centre-de-sante/autun/centre-de-vaccination-d-autun?pid=practice-164356&enable_cookies_consent=1;+33800009110;;;;;f;;
990099078;Haïti;HTI;;;;;99078;99HTI;Port-au-Prince;0;0;130016538;8411Z;MINISTERE DES SOLIDARITES ET DE LA SANTE;"";"";"";;;;;;Centre fictif pour permettre l’enregistrement des français de l’étranger;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;Hors France;f;;t;f;{}
990099079;Honduras;HND;;;;;99079;99HND;Tégucigalpa;0;0;130016538;8411Z;MINISTERE DES SOLIDARITES ET DE LA SANTE;"";"";"";;;;;;Centre fictif pour permettre l’enregistrement des français de l’étranger;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;Hors France;f;;t;f;{}
